lag,coef,se,p,pct
0,0.06434009484980696,0.014793619910293604,1.3664840411262671e-05,6.645503295725819
1,0.05581218474949956,0.014785139116438943,0.00016008215300471963,5.739906941469464
2,0.040766748071702,0.01316706634083739,0.0019607447866521136,4.160911987239979
3,0.037040790936007206,0.013292693360376362,0.0053271950755827465,3.773535017108598
4,-0.007411165354646365,0.026183632240384936,0.7771417806598284,-0.7383770386677924
5,-0.0015468205051951123,0.027503415971936934,0.9551497938492518,-0.15456247949533486
6,0.008661276634377879,0.014160131803246906,0.540758506424158,0.8698894017266312
7,0.017154576509120723,0.0262181569685115,0.5129176514898343,1.7302561250843285
