n_days_total,n_hot30,n_hot32,n_hot35,n_heat_episodes_ge35,longest_episode_days,years_with_ge35,mean_daily_total,mean_daily_violent,mean_daily_violent_ucr,mean_daily_property,share_violent,share_violent_ucr,share_property
5113,190,82,26,18,3,"2010,2012,2014,2015,2016,2017,2019,2020,2022",588.7862311754352,181.51222374339918,66.6057109329161,313.3455896733816,0.30828204555842553,0.11312375766659226,0.5321890578993803
